	BALBcJ_F0_Control_BALB01C	BALBcJ_F0_Control_BALB01D	C57BL6J_F0_Control_C5701C	C57BL6J_F0_Control_C5701D	BALBcJ_F0_LPS_20210513_1a	BALBcJ_F0_LPS_20210513_1b	C57BL6J_F0_LPS_20210513_2b	C57BL6J_F0_LPS_20210513_2c	BALBcJ_F1_Control_cb61a	BALBcJ_F1_Control_cb61b	BALBcJ_F1_Control_cb61c	BALBcJ_F1_Control_cb61d	C57BL6J_F1_Control_cb61a	C57BL6J_F1_Control_cb61b	C57BL6J_F1_Control_cb61c	C57BL6J_F1_Control_cb61d	BALBcJ_F1_LPS_cb61a	BALBcJ_F1_LPS_cb61b	BALBcJ_F1_LPS_cb62a	BALBcJ_F1_LPS_cb62b	BALBcJ_F1_LPS_cb62c	C57BL6J_F1_LPS_cb61a	C57BL6J_F1_LPS_cb61b	C57BL6J_F1_LPS_cb62a	C57BL6J_F1_LPS_cb62b	C57BL6J_F1_LPS_cb62c
Hgf	21.079	14.014	25.167	24.432	2.362	3.967	2.458	2.027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kat7	14.548	14.851	19.441	18.132	14.338	11.446	13.878	9.666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcl11b	0.052	0.064	0.288	0.429	0.02	0	0.292	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lzts1	0.344	0.212	0.895	0.773	0	0	0	0.11	1.361	0.088	0.491	0.499	0.374	0.253	0.158	0.096	0	0	0	0	0	0	0	0	0	0
Spata6	13.549	11.84	23.341	18.979	5.687	7.615	14.215	7.64	27.819	25.258	26.343	29.604	31.879	31.503	33.951	33.734	10.437	8.187	8.541	7.913	5.963	14.532	12.654	10.192	15.308	11.649
Erbb2	1.864	1.916	0.162	0.776	0.446	0.105	0.107	0.198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nudt4	34.218	27.306	27.239	25.198	7.344	7.708	4.656	5.042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gtf2b	25.749	25.939	26.631	18.995	46.894	52.27	35.995	57.196	34.841	26.208	31.829	28.566	33.368	25.15	30.695	27.191	36.225	26.115	34.139	39.741	39.815	33.563	24.366	31.683	36.92	37.304
1700029I15Rik	2.293	4.243	0.747	0.43	0	0.724	0.495	1.646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lacc1	20.975	18.759	108.205	99.419	48.787	93.749	311.978	335.994	202.75	197.003	184.682	191.686	459.915	368.206	374.753	415.681	565.004	627.665	593.276	568.066	367.367	1457.467	1472.243	1424.415	1281.995	891.694
Dsel	3.217	3.857	3.7	3.51	6.477	4.558	5.272	4.958	1.395	1.73	1.098	2.149	1.108	1.397	1.946	1.617	1.142	0	1.208	1.41	0.507	0.432	0.227	0.925	0.728	0.075
Adgrl1	2.61	2.224	3.07	3.724	0.359	0.446	0.935	0.627	3.53	3.623	2.775	3.976	3.888	3.16	4.048	4.288	0.705	0.933	1.15	0.718	0.395	1.149	0.458	0.376	0.436	1.058
Galp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm826	4.524	3.487	2.209	1.554	2.466	2.38	1.951	0.721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbn1	0.084	0.09	0.082	0.094	0.072	0.079	0.199	0.381	0	0.097	0.015	0.036	0.068	0.123	0.115	0	0.753	0	0	0.069	0.063	0	0	0.41	0.32	0
B230303A05Rik	0	0	0	0	0	0	0	0.214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F2rl1	0	0	0.146	0.336	0	0.094	2.064	0.644	0	0	0	0.391	1.586	1.268	0.567	1.128	0	0	0	0	0	3.477	1.087	2.757	5.33	1.413
Cep57l1	1.931	2.603	3.157	1.414	0.138	0.454	0.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nipsnap3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bdp1	8.416	8.698	8.898	9.153	8.585	10.574	8.895	12.119	0.389	0.464	0.476	0.436	0.544	0.614	0.287	0.279	0.354	0.69	1.232	0.434	0.171	0.077	0.265	0.278	0.106	0.262
Otub1	46.952	44.52	45.396	45.518	32.239	28.824	33.21	23.495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrgprf	0.154	0	0	0	0	0	0	0	0.262	0	0	0	0	0	0	0.086	0	0	0	0	0	0	0	0	0	0
Gsdmc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700003H04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gxylt2	0	0	0	0	0	0	0	0.217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il6	3.449	1.007	8.745	2.994	26.748	121.922	59.026	203.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpbar1	0.104	0	0	0	0	0	0.359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnfrsf11b	0.183	0.09	0.715	0.659	1.24	1.572	0.821	1.051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd207	236.319	301.085	430.407	318.266	53.336	92.89	107.088	71.555	1077.807	747.79	749.286	1010.815	2226.646	1737.105	1678.445	2085.741	182.368	297.142	231.958	183.619	216.004	439.318	597.24	543.275	400.786	500.888
Gm21859	0.593	0.488	0	0.445	1.445	3.245	3.241	0.946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ispd	1.467	2.85	2.866	2.145	0.706	1.667	2.215	0.983	5.539	5.241	7.023	5.496	5.147	3.191	5.206	4.793	3.151	2.642	5.206	1.849	3.396	5.32	2.465	2.128	1.419	1.591
Lsm3	15.972	19.701	11.365	11.605	15.333	17.464	9.374	8.508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atrip	6.56	6.553	8.071	6.94	6.009	4.675	6.874	4.236	12.498	11.936	13.747	11.782	18.782	14.837	13.701	13.488	3.377	8.463	7.822	10.409	4.087	4.94	7.531	7.575	6.064	5.406
Pou3f2	0	0	0.021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Itgad	0	0.065	0	0	0.02	0.066	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fancc	1.184	0.908	3.251	2.976	2.956	1.859	4.528	3.308	0.706	1.623	1.464	2.566	0.679	1.652	1.544	2.306	0.64	3.054	2.434	2.526	0	2.202	3.78	3.665	1.825	1.433
Dusp26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcng1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700047A11Rik	0.335	0.619	1.307	0	0.258	2.535	0.577	0.32	4.827	3.6	2.152	2.333	4.642	3.455	2.076	2.243	0	0	1.979	2.567	0	0	0	1.837	2.385	0
Ttbk1	0.059	0.055	0.077	0.111	0.011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdlim1	1.238	2.8	0.896	0.413	1.482	3.474	2.848	4.476	3.735	0.74	3.539	2.278	2.694	0.71	3.413	2.305	4.673	10.983	6.161	6.785	13.767	3.454	10.873	8.631	5.883	11.647
Olfr1170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddi2	61.887	61.724	69.194	60.335	109.623	76.043	79.184	84.035	178.09	200.287	185.813	174.6	164.587	194.48	172.639	159.095	290.363	237.589	289.244	306.268	197.056	228.644	193.586	220.069	252.088	147.637
Gas1	0.066	0.203	0.343	0.148	0	0	0	0.315	0.112	0	0	0	0	0.097	0	0	0.46	0	0	0	0	0.367	0	0	0	0
D030018L15Rik	0.036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Als2cr12	0.07	0.086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfl1	949.707	793.748	610.93	567.095	1387.962	1186.039	1146.517	782.397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shcbp1l	1.114	0.749	0.33	0.076	0.195	0	0	0.484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc7a7	229.573	229.884	80.901	72.236	152.45	141.036	141.071	152.691	1228.432	959.449	1248.888	1156.889	700.821	533.989	684.76	612.123	800.909	863.162	777.298	649.913	577.516	613.69	711.448	672.031	529.67	407.018
Tpr	52.005	51.836	57.819	57.231	97.749	89.38	92.042	94.186	13.395	11.92	12.38	14.234	13.306	10.912	15.326	13.803	22.738	18.097	21.414	16.911	8.468	16.926	14.266	18.819	18.115	8.606
Accsl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gstt2	4.983	8.289	3.736	5.321	2.615	4.004	1.042	0.722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tada1	9.79	12.789	13.691	14.101	15.476	9.865	12.896	11.628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wtip	27.408	28.847	25.219	19.994	9.365	6.815	6.299	3.645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Piezo1	31.67	31.043	23.452	25.644	29.338	23.615	19.785	24.31	16.958	14.137	18.677	16.163	12.585	9.942	15.927	14.402	14.528	8.048	11.351	11.933	3.463	9.913	6.617	9.23	7.005	2.116
Iqub	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhx38	17.661	19.815	17.845	18.465	17.671	14.204	15.854	12.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gspt1	28.915	27.514	26.607	25.942	36.974	32.271	35.77	36.117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smim24	14.831	19.632	13.425	17.357	4.036	9.592	9.049	5.538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pvr	10.799	13.585	13.458	11.475	18.547	37.024	13.264	57.275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Toe1	4.378	8.323	6.708	5.638	4.202	5.073	4.887	4.731	26.919	22.162	21.568	22.977	25.886	22.558	24.42	27.532	5.866	14.341	11.316	15.353	11.385	15.708	12.352	8.078	15.522	10.595
Poldip2	28.888	28.1	23.789	23.808	9.685	8.985	8.245	7.926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc45	24.053	26.084	20.297	18.887	5.608	4.893	5.087	2.741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC004004	26.887	28.219	23.135	22.613	17.294	16.44	17.958	12.177	57.792	52.619	65.442	57.234	55.153	56.461	58.954	58.426	22.486	37.956	28.156	30.392	30.871	23.938	39.089	27.862	20.371	30.88
Lsm12	19.618	17.628	16.738	17.879	24.599	21.782	19.111	11.166	0.717	0	0.242	0	0.69	0	0.233	0	0	0	0	0	0	0	0	0	0	0
Sgsm3	17.031	18.061	10.503	11.938	1.865	2.011	0.717	1.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nr3c2	2.474	2.896	1.776	2.196	0.583	0.701	0.305	0.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttc9b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il5ra	0	0	0	0.044	0	0.147	0.05	0	0	0.089	0.208	0	0	0.386	0.401	0	0	0	0	1.02	0	0	0	0	0	0
Olfr1205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kansl3	25.788	27.557	34.094	33.467	25.218	25.95	31.429	41.208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2410022M11Rik	1.778	1.861	2.105	3.151	0.581	0.408	0.372	0.516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tgm1	12.088	11.642	18.578	16.874	5.699	8.159	7.077	6.738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Top3b	21.786	19.98	24.257	23.043	13.643	11.34	12.969	12.285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sergef	5.121	5.088	4.26	4.906	1.532	1.976	0.613	2.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6430550D23Rik	0.441	0.545	0.431	0.827	0	0.139	0.19	0.317	2.528	0.594	1.656	0.577	2.521	1.139	2.282	2.681	0	0	0	0.726	0	1.642	0	0	0.337	0
Grpel2	4.509	5.279	4.545	5.195	5.763	3.474	5.01	3.753	10.763	11.117	12.414	11.23	16.044	15.927	13.587	13.702	8.397	7.737	5.725	5.248	9.549	10.374	8.746	8.949	13.59	8.59
Olfr19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mier1	59.989	60.352	80.174	80.268	34.495	38.623	30.709	37.122	105.2	87.867	95.919	110.744	92.596	81.197	99.261	104.175	42.554	37.518	42.018	42.896	30.907	50.051	35.869	42.35	43.37	28.897
Magea6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gtsf1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tns1	1.202	1.01	4.778	3.046	1.204	2.146	4.13	3.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnq3	0.072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ly6a	0.21	0.129	27.186	65.911	2.099	18.28	47.599	83.713	4.984	13.38	7.346	4.57	54.09	121.59	80.532	46.231	27.037	18.792	21.451	21.383	26.164	134.992	74.898	199.902	176.012	286.831
Amdhd2	56.708	64.783	29.022	28.948	28.019	20.253	19.591	22.003	129.704	124.44	139.467	138.64	102.836	94.193	114.153	105.487	55.017	60.666	51.454	92.091	50.137	43.421	51.833	46.64	73.848	43.399
1700047I17Rik2	0	0.033	0	0.04	0.062	0.136	0	0.051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C030023E24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem198	0.756	0.874	0.985	1.204	0.4	0	0.897	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prrt2	0.704	0.869	0.917	1.305	0.191	0	0.286	0.079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inmt	0.202	0.499	0.79	0.455	0.7	2.042	1.918	3.869	2.573	1.398	1.3	5.813	4.454	0.894	0.279	2.033	1.414	3.346	1.879	1.773	3.171	0	2.204	4.915	0.618	4.81
Sec14l3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esp24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab22a	31.415	31.468	25.463	24.691	47.143	38.026	40.368	44.052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arpc5l	21.884	22.98	20.659	17.932	11.269	9.861	10.246	5.605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sp100	78.973	84.518	65.326	52.188	67.319	86.755	87.125	187.545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubc	13.613	19.326	35.846	29.079	17.263	27.243	49.261	61.276	0.073	0.132	0.122	0.149	0.21	0.379	0.472	0.43	0.428	0	0	0	0	0	0	0.201	0	1.617
2010010A06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.411	0.749	0	0	0	0	0	0	0	0	0	0
Asrgl1	6.225	6.165	3.728	2.998	1.818	1.492	1.019	0.435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc30a9	28.324	27.372	30.441	24.855	17.007	20.239	13.722	14.756	51.872	37.319	47.159	48.297	48.989	37.424	48.659	50.054	28.869	21.693	26.061	22.09	31.737	27.04	32.428	32.233	17.37	26.847
Gk2	0.054	0	0.213	0	0.377	0.137	0.282	0.104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atg101	9.157	15.44	12.472	9.574	9.698	7.425	6.667	3.376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp2r2b	0	0	0	0.149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC018473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sqor	40.43	39.342	46.403	45.025	27.422	27.216	27.191	21.1	219.443	242.38	265.303	265.302	241.512	259.141	283.928	252.401	88.863	71.321	91.377	92.436	96.572	111.67	73.562	106.104	105.282	129.446
Bub3	23.23	28.777	28.04	28.991	19.645	16.148	18.961	14.818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dlx3	0	0	0	0	0	0	0	0.152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kti12	9.542	13.895	10.356	8.844	13.718	6.024	8.003	6.214	30.247	34.113	33.809	31.524	36.871	34.006	34.34	25.983	10.724	20.902	15.342	22.222	21.08	27.11	14.206	29.516	25.907	13.445
Prdm14	0.04	0	0	0	0	0	0	0	0	0.367	0	0.208	0.13	0.353	0.11	0	0	0	0	0	0	0	0	0	0	0
Scai	2.938	1.865	2.822	1.95	0.141	0.292	0.15	0.129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epb41l4b	0	0.215	0.227	0.314	0.107	0.705	0.241	0.802	2.073	1.448	0.349	1.034	1.652	1.235	0.625	0.234	5.51	1.767	0	1.224	4.067	2.791	0.698	1.478	0.569	1.221
Acan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atad2	8.119	10.913	12.446	11.629	0.967	2.069	1.476	0.801	24.929	28.003	28.072	25.505	22.397	20.617	23.861	22.39	3.055	0.177	3.599	2.195	1.414	2.945	0.265	1.171	1.223	1.044
4930431F12Rik	0	0	0	0	0.035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clmp	0.846	0.783	2.065	2.272	2.197	2.314	3.283	2.158	3.887	4.766	3.324	3.685	7.016	6.6	5.489	7.382	5.774	22.302	6.432	7.956	9.159	7.602	23.114	8.789	8.97	5.622
Ak8	3.839	3.02	3.361	2.779	0.611	1.003	2.398	1.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9430041J12Rik	0	0	0	0.201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrps24	23.646	28.152	17.405	15.725	16.298	17.135	9.755	9.837	47.799	44.077	43.49	36.547	36.738	41.388	42.791	36.177	26.907	29.826	21.543	32.899	40.382	13.956	22.786	27.089	13.816	29.06
Sbf1	38.949	33.402	37.525	36.243	27.519	24.381	27.809	22.557	16.663	14.76	17.956	19.762	15.592	13.237	15.995	17.424	11.989	12.039	10.113	9.276	13.012	10.944	11.653	7.649	7.81	11.752
Dpp4	0.393	0.581	0.486	0.736	0.892	1.389	0.813	2.105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10941	0.726	0	0.189	0	0	0.733	1.002	0.278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zkscan1	4.863	6.291	6.106	4.488	3.599	4.125	2.603	2.362	11.13	10.156	9.391	9.887	8.83	8.183	9.194	7.23	2.765	1.651	3.245	4.537	2.57	1.925	2.22	2.738	3.809	4.118
Uba6	7.293	7.664	8.091	10.233	8.387	8.797	6.853	10.915	15.243	12.865	14.265	16.044	16.087	14.629	14.852	15.633	12.698	10.114	13.15	19.332	4.989	11.288	11.879	9.904	20.656	5.815
Ntsr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pf4	191.702	123.673	50.573	22.499	328.198	459.595	116.639	90.868	250.105	111.485	252.019	109.812	241.367	108.025	243.042	107.962	1184.248	1442.507	1045.853	819.444	1711.492	1102.256	1345.92	975.889	760.916	1603.792
Dazap1	63.399	59.48	67.268	69.174	38.833	32.172	41.382	35.616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19461	0	0	0	0	0	0	0.057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spink7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc28b	5.319	8.086	15.625	12.983	7.996	4.998	6.189	4.734	28.125	17.867	25.455	24.14	39.154	35.02	43.13	54.51	2.718	22.88	11.287	13.013	18.843	18.631	12.134	14.356	7.556	5.885
Plcxd1	4.852	6.79	4.253	4.757	5.936	4.634	5.419	7.856	1.214	2.485	1.778	2.276	2.588	1.789	1.929	1.511	1.678	9.144	2.365	4.158	3.298	7.113	1.187	2.244	4.623	2.394
Olfr48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sfrp5	0.054	0.201	0	0	0	0.137	0.094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700030J22Rik	1.177	1.025	1.262	0.727	0.053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kifc1	0.312	0.605	0.871	1.069	0.103	0.113	0.077	0	5.143	6.095	7.58	6.136	4.727	5.849	6.081	9.634	4.096	0	0	0.098	1.132	3.647	0	0.419	0.363	2.058
Zswim1	3.739	4.095	4.224	4.577	2.202	2.602	2.172	1.826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fitm1	0	0.14	1.033	0.51	0	0	0	0.434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdkl2	1.499	1.128	0.331	0.229	0.684	0.578	0.701	0.195	2.63	1.913	2.07	1.86	0.415	0.562	1.401	0.724	0.457	3.661	0.429	0.167	1.556	0.567	0.462	0.518	1.759	0
Trim72	0.084	0	0.109	0.063	0.032	0	0.072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930552P12Rik	1.239	1.426	3.765	3.344	0.127	0.104	0.427	0.158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brinp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vrk2	26.606	27.201	40.291	37.181	11.44	14.962	15.521	12.807	84.427	87.753	99.565	92.341	76.799	84.533	89.441	85.026	26.194	17.517	18.541	29.818	19.499	27.848	20.53	27.531	26.92	21.954
Pcdha9	0	0	0.578	0.202	0	0	0.133	0	0.393	0.207	0.91	0.538	1.416	0.939	1.569	0.905	0	0	0	0	0	0	0.315	0	0	0
Gm10390	0.388	0.447	0.304	0.194	0.538	0.589	0.357	0.396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eno1	47.66	37.174	55.98	53.074	31.598	19.322	32.345	19.448	154.803	149.883	160.763	144.521	351.183	388	358.532	378.846	65.462	58.339	44.712	41.988	58.53	143.581	124.569	147.937	129.987	131.254
Mettl7a3	0	0	0.093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psma2	60.582	65.504	48.252	43.196	97.388	87.462	87.256	68.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl23a	0	0	0.728	0.559	0.43	0	0.322	0.714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Loxl2	0.12	0.049	0.13	0.149	0.107	0.352	0.138	0.381	0	0	0	0	0	0	0	0	0	0	0	0.175	0	0	0	0	0.162	0
Gm4861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pbp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.954	0	0	0	0	0	0	0	0	0
4932413F04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pou5f1-rs8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prb1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klk1b26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrna5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrit2	0.038	0	0	0.115	0	0	0	0.295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrig3	2.197	2.394	3.127	1.915	0.059	0.258	0.088	0	5.288	5.103	6.826	8.056	4.918	3.993	4.048	4.965	0	0	0	0	0	0	0.232	0	0	0
Fcf1	18.95	19.598	16.515	11.366	24.118	20.982	19.867	20.084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taar1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pou2f3	0	0	0	0	0	0	0.071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
