	BALBcJ_F0_Control_BALB01C	BALBcJ_F0_Control_BALB01D	C57BL6J_F0_Control_C5701C	C57BL6J_F0_Control_C5701D	BALBcJ_F0_LPS_20210513_1a	BALBcJ_F0_LPS_20210513_1b	C57BL6J_F0_LPS_20210513_2b	C57BL6J_F0_LPS_20210513_2c	BALBcJ_F1_Control_cb61a	BALBcJ_F1_Control_cb61b	BALBcJ_F1_Control_cb61c	BALBcJ_F1_Control_cb61d	C57BL6J_F1_Control_cb61a	C57BL6J_F1_Control_cb61b	C57BL6J_F1_Control_cb61c	C57BL6J_F1_Control_cb61d	BALBcJ_F1_LPS_cb61a	BALBcJ_F1_LPS_cb61b	BALBcJ_F1_LPS_cb62a	BALBcJ_F1_LPS_cb62b	BALBcJ_F1_LPS_cb62c	C57BL6J_F1_LPS_cb61a	C57BL6J_F1_LPS_cb61b	C57BL6J_F1_LPS_cb62a	C57BL6J_F1_LPS_cb62b	C57BL6J_F1_LPS_cb62c
1700012P22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adamts14	6	0	4	3	5	1	3	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zmynd10	4	2	1	4	0	0	1	1	5	0.5	1.5	0	0	0	4.5	2	0	0	1.5	0	0	5.5	0	0	0	0
Slc35b4	1123	914	735	640	745	147	311	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senp1	454	442	500	434	614	189	246	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cenpn	25	17	24	12	18	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rassf1	422	450	381	418	829	390	320	182	403.5	482.5	577.5	363	434.5	435.5	524.5	358.5	457.5	478.5	398.5	501.5	570	264.5	312	359.5	318.5	435.5
Slc51a	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chml	260	222	131	130	291	53	109	59	66.5	43.5	55	59.5	35.5	47	44	36	10.5	0	32	20.5	20	17.5	25	56	23	11.5
Cpsf7	1168	976	1246	1012	1614	419	964	734	4.5	2.5	1	2	1	0	0	4	0	0	0	0	0	0	0	0	0	0
Pcdhb10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adam20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mylk	36	23	79	39	55	19	38	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yars2	99	108	84	64	208	22	56	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tma7	48	34	56	43	77	13	32	32	20	37	39.5	47.5	32.5	56.5	87	48	41	11	30.5	45	22.5	37.5	32.5	34	64.5	85.5
Gm10364	1	2	0	0	5	2	0	0	5	0.5	4	4.5	0	0	0	0	0	0	2	2	0	0	0	0	0	0
Rprm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd151	510	461	441	354	417	117	155	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Csnk1g1	479	376	576	401	762	117	216	160	207.5	249.5	238	162	218.5	233	262	197.5	101.5	62.5	65.5	71	102.5	89	79	36	76.5	50
Lta4h	641	542	473	374	312	101	141	102	1062	993	1277	1050.5	1073.5	984	1216	1046.5	277	277	307.5	260.5	231	277.5	267	255	228.5	193
Optn	436	345	349	353	1486	406	755	785	111	141.5	124.5	115	150.5	160	158	140.5	375.5	343.5	429	314	259.5	326.5	382.5	374.5	349	303
Plppr4	2	4	1	1	1	0	0	0	0	0	0.5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps6ka5	264	182	248	246	232	112	88	71	20	18.5	6	8	20	15.5	4	8	15	12	13.5	10	0	9.5	12	13.5	10	0
Defb42	5	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serpina5	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Sf3a1	753	637	548	441	1156	252	398	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mogat1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
Zfp141	152	134	178	114	132	15	75	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fasn	896	537	498	509	349	89	54	65	22.5	24.5	51	45	26.5	24.5	51	45	4.5	16.5	10	1.5	0	4.5	37.5	10	1.5	0
A930017K11Rik	1	3	0	2	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xpo5	564	368	400	355	622	119	194	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aar2	259	266	191	198	377	89	236	184	372.5	366.5	381	333.5	336	374.5	386.5	253.5	206.5	271	323	279	333	306	315	374	287.5	372
Ghr	3	12	5	13	16	14	33	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apol10b	15	6	9	15	44	8	45	66	18	42	27.5	15.5	24	42.5	31	39	83	46.5	102	92	36	79	67.5	153	95.5	99.5
Hapln4	1	0	0	0	0	0	0	0	1.5	3	0.5	0	0	0.5	6	0.5	0	0	0	3	0	0	0	0	0	0
Olfr222	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sohlh2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4931406B18Rik	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mul1	255	238	287	181	360	91	398	516	347.5	426.5	569.5	307	469.5	470.5	574	465.5	362	202	398.5	385	466.5	897	723	1288.5	1063.5	1167.5
Qdpr	347	332	368	308	315	116	209	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klhl30	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fndc3a	3560	3172	3476	2924	5576	2291	3491	8147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arl3	88	71	68	39	79	15	25	16	90.5	83.5	108	88	100.5	103	129	100	61.5	19.5	62.5	60	71	76	42	50	55.5	74
En1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haghl	225	145	177	135	70	15	20	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm14326	22	35	18	34	22	3	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taok2	1294	1108	1163	947	875	294	468	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Matn3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pramel7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smim20	161	127	138	125	151	41	56	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1cf	1	6	5	8	15	5	10	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdh20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abra	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cspg4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9930104L06Rik	159	153	141	137	142	30	58	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gid8	641	483	551	409	761	202	289	211	22	28.5	33.5	28	21	31	20	36.5	15.5	6	35.5	4.5	23.5	16	15	20	5	12
Gm14596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdia3	7450	7173	5440	4219	13697	3239	3624	3181	6510.5	6750	8142	6218	6878	7460.5	8571.5	6644.5	4439	4169.5	5574	4235	5598	4598	4335.5	5871	4557	5857.5
Cldn13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc35d3	4	1	3	9	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5730480H06Rik	52	27	68	38	13	1	5	4	8.5	12	17.5	18.5	9.5	6.5	16.5	10.5	10	3	0	3.5	5	0	11	0	0	0
Gm8909	255	303	3	9	379	92	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd80	625	505	568	437	1826	678	684	1368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9030404E10Rik	0	0	1	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ryk	487	357	308	242	244	89	103	72	224.5	191.5	265.5	193	229	203.5	272.5	202.5	50	90.5	42.5	58	97.5	50	90.5	50	58	104.5
Cldn34b1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tacc3	66	84	114	110	47	14	35	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcng3	2	6	3	8	8	4	12	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbrg1	545	501	355	307	756	136	181	162	225.5	214	343	239.5	220.5	205.5	309	205	141.5	74	168	168	133	134.5	91	102	149.5	174.5
Wbscr17	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gdf9	27	11	26	17	2	3	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr4	416	341	278	225	323	68	163	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ehd1	2423	2143	1867	1461	29528	8343	12859	10581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap157	16	7	3	2	6	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dbndd2	834	794	471	399	737	137	123	101	28	7.5	22.5	12.5	25.5	12	22	8.5	16	9	7	5.5	2	16	0	7	4	2.5
Slitrk6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plekho1	1783	1651	1213	1145	2190	571	900	702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930425O10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cmip	4864	3682	3596	2962	4062	1339	2699	2498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl16	164	128	88	78	221	55	72	56	86	87	90.5	78	49.5	70.5	50.5	40.5	56	51	66.5	45.5	69	10	33.5	73.5	41.5	72.5
Gm6416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem106b	1469	1162	1426	1300	488	165	257	159	502	443	535	437.5	561.5	460.5	581	546	69.5	77.5	62	44	73.5	83.5	38.5	90	27.5	98
Tmem150cos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vpreb1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930430A15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccny	1949	1461	1419	1079	822	330	339	248	209	214	251.5	193.5	225.5	246	312	240.5	44	85.5	44	28	42	41.5	71	48.5	39	52.5
Ubap2l	2900	2372	2744	2162	2291	658	1257	1222	8	8	7	5	68	53	73.5	46	6.5	9	8.5	9.5	16.5	27	36.5	10	42.5	49
Zfp846	60	59	63	69	88	10	24	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd2	2	2	4	8	0	2	3	1	4	3	3.5	2	1	3	13	1	0	0	3	0	0	0	0	0	1	0
Mcpt8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr83os	256	205	223	206	253	59	130	84	127.5	95.5	75	92.5	204.5	177.5	216	220	39	38	54.5	50.5	49	46.5	110.5	91.5	86.5	106
Gzma	1	1	1	2	0	3	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crtc1	395	319	287	327	89	36	49	27	507	505	532.5	436	468	443.5	576.5	481	7	57	29.5	32.5	26	58.5	66	19.5	25	41.5
Htatsf1	510	361	293	244	389	135	148	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ift43	61	70	41	29	83	24	31	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Casp9	924	761	650	644	363	134	119	97	1236	1383	1630.5	1273	1892	2050	2365.5	1728	209	221.5	154.5	167	139.5	330.5	284.5	226	300.5	245.5
Maoa	58	34	2	3	32	8	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ick	300	189	276	224	65	34	32	23	188.5	182.5	271	208	195	249.5	241.5	195.5	23	4.5	10.5	3.5	5.5	44	4.5	8	15.5	24.5
Dbt	267	175	165	129	198	62	21	71	81	67.5	57	43	99.5	77.5	76.5	58	26	23	4	24	20	34.5	44	25.5	26	42.5
Zic2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spag17	19	15	18	17	27	2	6	7	6	5	4.5	4.5	6	13.5	14	6	0	0	5	0	3.5	0	0	5	0	0
Zfp53	83	82	118	69	83	18	32	14	49.5	77	83.5	58	56	74.5	101	50	10.5	9.5	0	7	23.5	10.5	12.5	10	6	22
Mettl23	65	68	63	70	27	6	21	18	25.5	18	10.5	18.5	23	16.5	12.5	17.5	0	6.5	7.5	1	11.5	0	6.5	7.5	1	8.5
Spdl1	14	13	12	7	23	9	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm572	2	1	4	3	0	0	0	0	2	2.5	1.5	1.5	1	1	2	7	0	0	0	0	0	0	0	6	0	0
Gm36742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4931431C16Rik	58	25	50	49	15	7	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc9b1	1	0	0	0	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pigb	228	180	173	147	105	37	40	11	13	26	24	10	21.5	19.5	28.5	21.5	0	2	0	3	0	0	0	0	3.5	0
Gm20052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm1821	1452	1444	519	355	997	348	545	495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tomm40l	256	240	242	172	293	90	148	98	380	429.5	490	333.5	382	457	515.5	411	289.5	331	323.5	275	432.5	328	296.5	286	242.5	413
4930441H08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fxyd3	0	2	1	0	0	0	2	2	3	0	1	2	0	0.5	1	0	1	11	0	8.5	16.5	0	5.5	0	5.5	11.5
Popdc3	0	0	0	0	12	6	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C920021L13Rik	176	128	155	133	97	50	51	55	27.5	31.5	26	15	37	32.5	38.5	19	0	3	2	2.5	0	0	0	9.5	2.5	0
Higd1c	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
Speer4cos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krtap19-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pknox1	475	508	447	445	825	173	341	175	8.5	18.5	14	12	15	14	20	16.5	1.5	0	0	0	0.5	7	5.5	0	0	1
Angptl6	192	113	111	94	95	32	37	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kif18a	24	10	23	17	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gtf2a1l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930447J18Rik	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wfdc15b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpat3	54	43	26	17	110	45	18	13	75.5	90	77.5	46	50	36.5	67.5	24.5	78.5	82	94.5	27	49.5	34	49	24.5	11.5	17.5
Hist1h2bm	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930527G23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B4galnt3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ect2	46	38	43	30	8	4	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif4a2	1996	2128	1689	1364	1858	520	531	637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc142	266	229	184	191	169	20	68	30	59	56	43.5	64	52.5	49.5	52.5	61.5	0	17	8	16.5	18.5	0	17	8	15.5	18.5
Cpne1	1077	725	993	739	829	248	309	271	1575.5	1672	2004.5	1540	1987	1983	2336.5	1932.5	611.5	503	694.5	453.5	768.5	810	686	899.5	679	778.5
Bhlhe41	94	137	5	7	26	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fuz	317	204	143	135	114	41	43	45	61.5	49	56	33.5	55	40	71	68	14.5	26.5	1.5	16	1.5	17	22	23	11	11
Hspb11	53	28	39	22	20	8	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phyhip	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crls1	222	189	162	149	329	84	107	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dvl2	328	278	240	194	211	31	49	35	32.5	17.5	24	21	30	20	34	24.5	11	0	0	8.5	12	0	5.5	0	5	12
Gxylt1	707	577	769	606	609	190	302	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700064M15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sccpdh	35	51	32	20	80	13	10	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc3c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exoc6b	558	386	437	290	579	187	278	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33677	0	0	0	3	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnrc18	3199	2481	3253	2385	1255	352	522	612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp984	119	114	209	170	57	31	66	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mat2b	747	599	612	508	408	122	181	109	423.5	428.5	512.5	396	390	420	512	406.5	89.5	99.5	78	107.5	165	112	123	69.5	84	104.5
Acta1	0	0	1	0	1	1	1	0	0	0	0	0	1.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933409K07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arid1a	4631	4055	4272	3615	5729	1157	2239	1968	1201	1283.5	1688.5	1296.5	1162	1281	1484	1108.5	608.5	458.5	863	599	266.5	580.5	368	711.5	521.5	203
Rest	404	464	447	474	979	220	499	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rad17	250	208	239	210	299	77	128	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abcc2	5	11	4	8	7	7	17	21	15	7.5	9.5	3	19.5	7.5	13	3	0	0	0	1.5	3.5	11	0	0	4.5	9
Olfr279	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tubb3	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serpinc1	58	66	54	102	159	92	125	228	124.5	167.5	113.5	69.5	160.5	152	113.5	84.5	103	50	123	80	320.5	190	120.5	113	127.5	322
Mboat1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fopnl	285	207	167	144	340	96	154	61	2	0	0	0.5	0	0	0	0.5	0	5.5	2.5	0	0	0	5.5	8	0	0
9330104G04Rik	16	6	11	4	5	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ranbp9	1200	942	1166	968	708	274	291	238	5.5	4	0	0	0	3	0	2.5	0	0	3	1.5	0	0	0	0	0	0
Cpsf4	710	631	489	511	729	168	211	106	137	146	187.5	156	134	157	186	161	78.5	38	48.5	31.5	40	80.5	42	49.5	30.5	40
Ube2r2	1166	852	940	804	1009	325	467	444	2.5	0	8.5	8	8.5	13	10	5	0	4	2.5	2.5	5	0	0	5	8.5	0
Bin2	4058	2916	2737	2154	868	293	371	220	1010	1113.5	1222	1128	1002.5	1054	1109.5	1062	113	84	88.5	123	92.5	98	83	126	121	92.5
Grxcr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp975	57	32	48	43	14	3	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sel1l3	3	9	1	2	204	33	49	83	0	2	3	0	0	3	3	0	42	21.5	43	41	4	45	13	44.5	35	0
Tinagl1	13	19	37	33	106	29	50	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp38	556	446	557	478	556	161	309	251	662.5	715	865	596.5	849.5	794	913.5	744	308	330	445.5	385	359	477.5	487.5	448.5	451	416
Fam71f2	12	9	17	5	48	20	47	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtmr10	587	477	405	350	187	53	71	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8430437L04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zdhhc1	425	309	297	248	176	46	39	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttll10	0	2	0	0	0	0	2	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0
4930422M22Rik	10	20	15	13	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mypn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tdp1	220	152	124	112	20	14	23	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AI662270	1027	957	683	544	1875	471	519	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss22	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdh9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klrc1	10	19	114	85	2	6	8	35	9	9	6.5	10.5	14	10.5	22.5	21	0	0	2.5	9	0	0	5.5	2.5	4.5	0
Maats1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc7a8	12616	9220	8187	6526	10308	2947	4516	4226	10955.5	8924.5	11875	10228.5	11375.5	9461	12418.5	10490	5903.5	5655.5	6661.5	4460	4016	6518.5	6546	7409	4865	4899.5
Fosl2	1527	1413	2150	739	7633	2477	2213	2250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Greb1l	3	2	4	2	0	2	0	4	2	8	3	3	1	4	4.5	2	0	0	0	0	0	0	0	0	0	0
Ddx6	3500	2785	3611	3186	6817	2238	3286	3065	750	833.5	1028.5	918.5	1020.5	1032.5	1326	1066.5	721	612.5	978.5	780	551.5	959	882	1405.5	1073.5	705.5
Lmbrd2	547	476	381	290	152	68	54	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krt78	3	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hs3st3a1	8	3	12	4	6	0	0	0	2.5	0	8.5	7	8.5	8	16	10.5	1.5	0	0	3	5	0	0	0	6	14
Fam227b	33	24	7	1	16	9	12	6	30.5	41.5	42.5	36.5	28	11	19.5	31	9.5	9	15.5	8.5	15.5	2	15	4.5	10	19
Cwc15	665	547	376	344	808	303	308	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abl2	1184	1121	1324	1287	2253	729	1407	1499	1158	1209.5	1511	1102.5	1625	1789	2071	1499.5	1427	1454	1549.5	1461	951	1761.5	1555.5	1908	1801.5	1489
Gm34816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
